,year,latitude,longitude,high
93634,2015,33.975761999999996,44.970304999999996,123
93671,2015,36.166667,42.583333,127
93698,2015,35.25,44.166667,100
93699,2015,33.404377000000004,43.914369,255
93786,2015,33.808094,44.533435,122
93792,2015,33.420559999999995,43.307779,527
93804,2015,34.615807000000004,43.678606,110
93916,2015,33.565562,44.543451,101
94106,2015,36.320901,42.074798,240
94132,2015,33.420559999999995,43.307779,350
94176,2016,34.134772,42.377235999999996,146
94206,2016,36.335,43.118889,300
94270,2016,36.335,43.118889,155
94397,2016,36.641426,43.474231,144
94403,2016,36.641426,43.474231,144
94458,2016,33.355813,43.786124,150
94464,2016,35.798827,43.295260999999996,200
94498,2016,36.039682,43.490891999999995,138
94564,2016,36.166667,42.583333,494
94579,2016,35.5,44.3,119
94810,2017,36.335,43.118889,241
94811,2017,36.335,43.118889,116
94861,2017,36.335,43.118889,130
94872,2017,36.335,43.118889,200
94889,2017,36.335,43.118889,143
94897,2017,36.335,43.118889,195
94915,2017,36.042597,41.716322999999996,150
95022,2017,36.335,43.118889,205
95032,2017,36.335,43.118889,232
95042,2017,36.335,43.118889,108
95043,2017,34.35,41.5,100
95070,2017,36.335,43.118889,115
95080,2017,36.335,43.118889,300
95132,2017,36.335,43.118889,100
95176,2017,36.379134,42.448065,398
95177,2017,36.379134,42.448065,302
95181,2017,36.379134,42.448065,150
95198,2017,35.488618,43.238578000000004,234
95199,2017,35.326978999999994,43.754214000000005,557
95203,2017,35.326978999999994,43.754214000000005,385
95206,2017,35.326978999999994,43.754214000000005,304
95692,1991,35.468056,44.392222,1500
95698,1991,35.564964,45.432905,700
95702,1991,35.666667,45.5,150
95703,1991,35.564964,45.432905,111
95713,1995,36.166667,44.0,200
95720,1996,36.192572999999996,44.01062,300
95768,1994,37.0,43.25,115
95777,1997,36.166667,42.583333,791
95778,1997,36.166667,42.583333,1110
95780,1997,36.166667,42.583333,897
95788,1999,36.166667,42.583333,151
95803,2008,36.166667,42.583333,340
95805,2008,33.748103,45.555028,150
95814,2010,37.0,43.25,121
95817,2011,36.166667,42.583333,300
96134,1991,33.340582,44.400876000000004,403
96147,1991,33.0,44.0,11505
96148,1991,33.0,44.0,1942
96149,1991,33.0,44.0,9075
96150,1991,35.468056,44.392222,200
96159,1991,33.0,44.0,300
96168,1991,31.057993,46.257262,100
96171,1991,33.340582,44.400876000000004,313
96172,1991,33.340582,44.400876000000004,288
96173,1991,33.355813,43.786124,130
96179,1991,30.036203999999998,47.919506,577
96184,2003,33.0,44.0,11659
96191,2003,31.989205,44.329097999999995,256
96193,2003,30.112498,47.717728,200
96211,2003,32.597902000000005,44.016482,500
96226,2003,32.597902000000005,44.016482,100
96238,2003,33.340582,44.400876000000004,320
96280,1990,30.333333000000003,47.25,2000
96284,1991,36.192572999999996,44.01062,500
96285,1991,30.533015999999996,47.797466,400
96290,1991,30.533015999999996,47.797466,200
96291,1991,31.989205,44.329097999999995,300
96293,1991,35.468056,44.392222,100
96294,1991,35.494596,44.630823,400
96316,1993,30.533015999999996,47.797466,100
96323,1995,33.420559999999995,43.307779,100
96324,1995,33.0,41.75,120
96329,1996,36.166667,44.0,200
96331,1996,36.192572999999996,44.01062,100
96334,1999,30.533015999999996,47.797466,500
96484,2005,32.463671999999995,44.41963,126
96510,2005,33.340582,44.400876000000004,114
96520,2005,34.014846,44.145737,102
96590,2007,33.355813,43.786124,300
96621,2007,32.463671999999995,44.41963,117
96626,2007,36.379134,42.448065,152
96634,2007,33.340582,44.400876000000004,140
96639,2007,33.746595,44.643663000000004,137
96650,2007,36.335,43.118889,525
97351,2014,36.335,43.118889,670
97374,2014,36.320901,41.876562,355
97385,2014,36.166723,41.734904,400
97449,2015,33.851358000000005,42.548684,105
97632,2016,33.340582,44.400876000000004,324
97665,2016,36.164165999999994,43.259661,228
97681,2016,36.335,43.118889,190
97688,2016,36.357354,43.248012,180
97737,2017,36.335,43.118889,100
97740,2017,36.335,43.118889,140
97751,2017,36.335,43.118889,163
97870,2003,35.182018,45.967915999999995,286
97873,2004,36.192572999999996,44.01062,109
97893,1992,30.333333000000003,47.25,220
97912,1994,35.182018,45.967915999999995,300
97914,1994,36.166667,42.583333,141
97915,1994,36.192572999999996,44.01062,261
97925,1995,36.192572999999996,44.01062,100
97928,1995,36.192572999999996,44.01062,100
97936,1996,36.558093,44.825095000000005,100
97949,1995,36.166667,42.583333,232
97960,1995,37.0,43.25,150
97965,1997,36.192572999999996,44.01062,111
98062,2004,33.0,44.0,316
98066,2004,31.989205,44.329097999999995,327
98181,2008,33.340582,44.400876000000004,172
98199,2008,30.533015999999996,47.797466,105
99210,2008,31.425074,34.373398,229
101258,2006,31.5,34.75,126
101946,2002,5.341111,-4.028055999999999,262
101950,2002,7.683333,-5.033056,112
101981,2003,6.785278,-8.312222,350
102019,2002,7.0833330000000005,-6.851389,120
102170,2003,6.4166669999999995,-7.5,100
102192,2011,6.738055999999999,-7.343056,151
102230,2004,9.45,-5.633333,130
102232,1995,5.88333,-7.4833300000000005,200
102293,2011,6.571389,-8.005278,100
102642,2015,-0.45354799999999995,39.640108000000005,152
102676,1993,3.0,35.5,157
102772,2000,4.266667,35.75,135
102832,1999,2.066667,35.466667,100
102944,1998,1.75,40.25,284
103127,1997,4.08333,36.26667,100
103371,2013,3.5216,39.05472,103
103383,1990,29.3375,47.6581,675
103384,1990,29.3375,47.6581,200
103392,1990,29.3375,47.6581,126
103405,1991,29.804639,47.670342,540
103408,1990,29.369721999999996,47.978333,230
103409,1990,29.3375,47.6581,300
103419,1991,29.3375,47.6581,100
103458,2010,40.001988,73.00003199999999,273
103460,2010,41.5,72.5,129
103549,1989,33.871944,35.509722,145
103627,1990,33.871944,35.509722,800
104155,1996,33.209167,35.299167,102
104452,1990,33.871944,35.509722,109
104620,2017,34.207267,36.505458000000004,184
104648,1990,7.235,-8.984444,100
104679,2001,7.9166669999999995,-10.0,200
104696,2002,6.5,-9.5,200
104699,2002,6.995556,-9.472222,101
104721,2003,6.310556,-10.804722,166
104724,2003,6.36667,-10.78333,150
104725,2003,6.310556,-10.804722,300
104727,2003,6.310556,-10.804722,806
104730,2003,6.310556,-10.804722,100
104760,1990,6.310556,-10.804722,200
104781,1990,6.310556,-10.804722,100
104782,1990,6.310556,-10.804722,600
104784,1990,6.310556,-10.804722,250
104805,2002,8.13972,-10.29278,300
104806,2002,8.105830000000001,-10.35833,100
104807,2002,8.13972,-10.29278,147
104808,2002,8.178889999999999,-10.22917,100
104809,2002,8.286944,-10.084444,800
104815,2002,6.870833,-10.817222000000001,175
104817,2003,8.286944,-10.084444,550
104821,2003,5.3,-7.5,369
104844,1990,5.880833,-10.046667,200
104856,1990,8.293333,-9.634167,500
104865,1990,6.148611,-10.383611,1000
104866,1990,5.3333330000000005,-8.666667,254
104879,1991,5.9166669999999995,-8.083333,180
104892,1992,6.694194,-10.87444,450
104900,1993,5.563611,-9.72,100
104907,1993,7.522222,-9.999444,375
104908,1993,6.2797220000000005,-10.3475,600
104914,1994,7.0,-9.916667,125
104919,1994,7.3133300000000006,-9.514439999999999,500
104920,1994,6.922060000000001,-9.4364,100
104931,1994,6.998611,-9.287222,100
104934,1994,7.033333,-9.55,102
104937,1994,6.78735,-9.44138,300
104938,1994,6.75,-8.75,176
104944,1995,5.85278,-9.231110000000001,200
104951,1995,6.816667,-10.333333,300
104952,1995,6.53,-10.351666999999999,150
104984,2002,7.066667,-10.4875,110
104985,2003,7.615556,-9.496944000000001,213
104986,2003,7.615556,-9.496944000000001,112
104999,1994,5.0111099999999995,-9.038889999999999,101
105011,1994,5.3333330000000005,-8.666667,500
105019,1994,7.0,-9.666667,500
105026,1994,6.75,-8.75,100
105030,1995,5.5602800000000006,-9.546389999999999,560
105032,1995,5.563611,-9.72,120
105060,1996,6.870833,-10.817222000000001,1000
105064,1994,7.26111,-9.35333,1000
105077,1995,6.7297199999999995,-11.071110000000001,100
105101,1993,8.063889999999999,-10.50333,207
105102,1993,7.0,-9.916667,100
105109,1993,8.38694,-9.75806,142
105113,1993,8.02528,-10.57139,130
105119,1993,7.79667,-9.716389999999999,100
105139,1991,7.7842080000000005,-10.745011,300
105149,1992,6.816667,-10.333333,1500
105160,1996,6.310556,-10.804722,125
105161,1996,6.310556,-10.804722,132
105162,1996,6.310556,-10.804722,2645
105175,1994,6.870833,-10.817222000000001,200
105176,1994,6.870833,-10.817222000000001,200
105242,2011,31.208924,16.588661,436
105277,2011,32.375352,15.092543,172
105278,2011,32.375352,15.092543,1049
105291,2011,32.375352,15.092543,325
105335,2011,31.75,12.5,110
105449,2011,32.8925,13.18,1320
105452,2011,32.8925,13.18,233
105513,2017,27.550088,14.269039999999999,141
105547,2019,32.868674,13.213519,219
106012,2016,31.208924,16.588661,866
106091,2016,31.208924,16.588661,266
106305,2012,24.166667,23.269617999999998,105
106546,1990,20.0,-3.0,250
106551,1990,16.485833,3.5669440000000003,100
106590,1990,20.0,-3.0,137
106608,1994,17.0,-4.0,553
106613,1994,16.770456,-3.005588,160
106715,1994,17.033333,-1.4,103
106772,2019,14.451132999999999,-3.15158,101
107673,2019,14.0664,-3.45379,145
107692,2020,14.9496,-3.35399,101
107740,1990,20.0,-12.0,200
107749,1989,18.083117,-15.981855,340
107752,1994,16.5,-92.5,309
107791,2011,24.91613,-98.03549,111
107792,2011,25.27673,-100.01442,300
107869,2006,28.5,-106.0,127
107870,2007,28.5,-106.0,119
108040,2008,31.739444,-106.486944,1161
108080,2009,31.739444,-106.486944,1504
108258,2010,31.739444,-106.486944,109
108280,2010,31.739444,-106.486944,158
108292,2010,31.739444,-106.486944,127
108310,2010,31.739444,-106.486944,194
108321,2010,31.739444,-106.486944,162
108336,2010,31.739444,-106.486944,191
108348,2010,31.739444,-106.486944,229
108355,2010,31.739444,-106.486944,236
108376,2010,31.739444,-106.486944,263
108379,2010,31.739444,-106.486944,240
108406,2011,31.739444,-106.486944,111
108411,2011,31.739444,-106.486944,895
108412,2011,31.739444,-106.486944,167
108487,2012,31.739444,-106.486944,392
108488,2012,31.739444,-106.486944,466
108511,2013,31.739444,-106.486944,315
108581,2015,28.5,-106.0,908
108595,2016,28.5,-106.0,875
108603,2017,28.5,-106.0,590
108644,2018,28.5,-106.0,1262
108696,2019,28.5,-106.0,121
108700,2019,28.5,-106.0,109
108748,2019,28.5,-106.0,204
108753,2019,28.5,-106.0,111
108782,2020,28.5,-106.0,126
108802,2020,31.739444,-106.486944,109
108844,2020,28.5,-106.0,121
108851,2020,28.5,-106.0,104
109028,2006,25.0,-107.5,122
109030,2006,16.856932999999998,-99.901496,327
110151,2009,24.833333,-104.833333,215
110270,2010,25.666667,-100.0,164
110272,2010,25.666667,-100.0,146
110392,2012,25.675065,-100.318465,212
110543,2014,19.333333,-96.666667,183
110544,2014,27.333333000000003,-102.0,148
110546,2014,25.666667,-100.0,160
110569,2015,19.333333,-96.666667,329
110572,2015,27.333333000000003,-102.0,110
110589,2016,25.666667,-100.0,204
110590,2016,23.0,-103.0,145
110591,2016,19.333333,-96.666667,304
110603,2017,21.0,-101.0,497
110604,2017,25.666667,-100.0,116
110605,2017,24.0,-98.75,113
110796,2012,25.543329999999997,-103.41760500000001,151
110912,2014,19.333333,-96.666667,184
110913,2014,20.333333,-103.666667,484
110925,2015,21.0,-101.0,361
110926,2015,20.333333,-103.666667,182
110927,2015,19.333333,-96.666667,329
110928,2015,17.0,-96.5,273
110949,2016,21.0,-101.0,751
110950,2016,23.0,-103.0,145
110951,2016,19.333333,-96.666667,304
110976,2017,18.833333,-98.0,150
110977,2017,21.0,-101.0,497
110978,2017,17.0,-96.5,327
110979,2017,19.333333,-96.666667,660
111049,2018,17.0,-96.5,724
111050,2018,18.833333,-98.0,232
111051,2018,18.0,-92.666667,248
111053,2018,19.333333,-96.666667,594
111054,2018,23.0,-103.0,272
111205,2019,19.333333,-96.666667,126
111211,2019,19.333333,-96.666667,129
111215,2019,19.333333,-96.666667,129
111240,2020,19.43929,-96.38764,225
111448,2015,16.856932999999998,-99.901496,712
111504,2014,21.0,-101.0,160
111540,2008,31.30862,-110.94216999999999,116
111590,2015,25.0,-107.5,215
111602,2016,25.0,-107.5,308
111603,2016,29.333333000000003,-110.66666699999999,266
111604,2016,24.833333,-104.833333,102
111613,2016,25.6392,-107.39599,200
111624,2017,25.0,-107.5,291
111625,2017,20.333333,-103.666667,177
111628,2018,29.333333000000003,-110.66666699999999,147
111629,2018,25.0,-107.5,294
111752,2017,24.0,-98.75,114
111831,2018,18.75,-99.0,367
111963,2005,32.5027,-117.00371000000001,376
111965,2007,30.0,-115.0,118
112119,2015,30.0,-115.0,162
112174,2016,30.0,-115.0,168
112178,2017,32.50223,-116.97211999999999,402
112192,2016,30.0,-115.0,168
112193,2016,19.166667,-104.0,329
112247,2017,32.50223,-116.97211999999999,402
112254,2017,25.833333,-111.83333300000001,101
112255,2017,20.333333,-103.666667,178
112256,2017,19.166667,-104.0,498
112257,2017,28.5,-106.0,590
112393,2018,25.0,-107.5,294
112394,2018,19.166667,-104.0,471
112396,2018,25.833333,-111.83333300000001,182
112397,2018,32.5027,-117.00371000000001,1101
112398,2018,32.5027,-117.00371000000001,214
112399,2018,32.50223,-116.97211999999999,389
112660,2019,21.17429,-86.84656,145
112663,2019,32.5027,-117.00371000000001,119
112687,2019,30.0,-115.0,135
112704,2019,30.0,-115.0,103
112721,2019,30.0,-115.0,119
112735,2019,30.0,-115.0,109
112776,2019,30.0,-115.0,149
112777,2019,19.166667,-104.0,129
112811,2019,30.0,-115.0,164
112827,2019,30.0,-115.0,174
112849,2019,30.0,-115.0,137
112879,2019,30.0,-115.0,220
112897,2019,30.0,-115.0,130
112910,2019,30.0,-115.0,145
112933,2020,30.0,-115.0,120
112934,2020,18.89473,-103.87345,290
112935,2020,32.5027,-117.00371000000001,1162
112941,2020,23.0,-103.0,814
112957,2020,30.0,-115.0,124
112988,2020,30.0,-115.0,124
113075,2020,30.0,-115.0,100
113092,2020,30.0,-115.0,181
113139,2020,30.0,-115.0,107
113276,2020,32.5027,-117.00371000000001,108
113548,2017,25.0,-107.5,292
113549,2017,25.833333,-111.83333300000001,101
113605,2017,19.166667,-101.833333,780
113618,2018,19.166667,-101.833333,861
113721,2019,19.166667,-101.833333,142
113740,2019,19.166667,-101.833333,130
113750,2019,19.166667,-101.833333,162
113771,2019,19.166667,-101.833333,149
113800,2020,19.166667,-101.833333,128
113847,2020,23.0,-102.0,119
113861,2020,19.166667,-101.833333,113
113868,2020,19.166667,-101.833333,148
113875,2020,19.166667,-101.833333,154
113880,2020,19.166667,-101.833333,144
113954,2018,20.333333,-103.666667,426
114012,2019,20.333333,-103.666667,187
114014,2019,20.333333,-103.666667,162
114019,2019,20.333333,-103.666667,162
114021,2019,20.333333,-103.666667,194
114027,2019,20.333333,-103.666667,134
114030,2019,20.333333,-103.666667,171
114032,2020,20.333333,-103.666667,156
114035,2020,20.6661,-103.3519,150
114049,2020,20.333333,-103.666667,134
114059,2020,20.333333,-103.666667,173
114078,2020,20.333333,-103.666667,132
114085,2020,20.333333,-103.666667,164
114092,2020,20.333333,-103.666667,148
114096,2020,20.333333,-103.666667,141
114108,2020,20.333333,-103.666667,155
114116,2020,20.333333,-103.666667,184
114220,2018,21.0,-101.0,231
114221,2018,21.0,-101.0,1161
114222,2018,21.0,-101.0,522
114303,2019,21.0,-101.0,181
114314,2019,21.0,-101.0,224
114324,2019,21.0,-101.0,159
114333,2019,21.0,-101.0,178
114352,2019,21.0,-101.0,184
114372,2019,21.0,-101.0,159
114386,2019,21.0,-101.0,184
114395,2019,21.0,-101.0,213
114401,2019,21.0,-101.0,250
114403,2019,21.0,-101.0,275
114412,2019,21.0,-101.0,245
114439,2019,21.0,-101.0,272
114443,2020,21.0,-101.0,336
114449,2020,21.0,-101.0,589
114481,2020,21.0,-101.0,287
114497,2020,21.0,-101.0,235
114516,2020,21.0,-101.0,105
114522,2020,21.0,-101.0,304
114529,2020,21.0,-101.0,300
114553,2020,21.0,-101.0,321
114569,2020,21.0,-101.0,321
114576,2020,21.0,-101.0,304
114612,2020,21.0,-101.0,246
114773,2018,19.333333,-99.5,678
114788,2019,19.333333,-99.5,196
114790,2019,19.333333,-99.5,229
114792,2019,19.333333,-99.5,204
114793,2019,19.333333,-99.5,199
114794,2019,19.333333,-99.5,196
114795,2019,19.333333,-99.5,226
114798,2019,19.333333,-99.5,266
114799,2020,19.333333,-99.5,188
114802,2020,19.333333,-99.5,234
114803,2020,19.333333,-99.5,269
114811,2020,19.333333,-99.5,220
114812,2020,19.333333,-99.5,219
114815,2020,19.333333,-99.5,212
114822,2020,19.333333,-99.5,211
114829,2020,19.333333,-99.5,207
114836,2020,19.333333,-99.5,229
115296,1992,47.0,29.5,330
115328,1989,27.0814,-11.143289999999999,112
115329,1989,26.4,-11.466667,132
115330,1989,26.013033,-12.096408,112
115359,1989,-18.25,35.0,554
115361,1989,-18.5,34.25,287
115377,1989,-18.25,35.0,214
115414,1989,-18.25,35.0,434
115436,1989,-17.164444,34.893889,150
115445,1990,-17.0,37.0,507
115454,1990,-18.675556,34.072778,600
115456,1990,-23.5,33.0,113
115469,1991,-18.25,35.0,2030
115471,1991,-18.25,35.0,149
115491,1992,-18.25,35.0,197
115996,2020,-11.345833,40.352222,132
116002,2020,-11.345833,40.352222,160
116049,1989,17.5,97.75,315
116051,1989,22.0,98.0,112
116060,1989,16.796917,98.515339,100
116071,1989,17.5,97.75,255
116072,1990,17.5,97.75,100
116081,1990,17.836972,97.678028,170
116098,1991,16.392764,95.153299,340
116101,1992,15.958194,98.427594,104
116103,1992,17.836972,97.678028,138
116113,1992,17.616667,97.68333299999999,140
116114,1992,17.616667,97.68333299999999,300
116259,2011,22.0,98.0,515
116260,2011,22.0,98.0,627
116394,2011,17.5,97.75,102
116450,1989,22.0,98.0,146
116496,2011,26.0,97.5,126
116521,2012,26.0,97.5,173
116523,2012,22.0,98.0,1406
116543,2012,25.195076,96.597658,140
116708,1992,14.705157999999999,98.331783,341
116714,1995,19.25,97.5,198
116772,1993,17.942742000000003,97.702667,120
116785,1994,22.0,98.0,167
116792,1995,20.4475,99.880833,184
116812,1997,20.925,97.563889,100
116845,2002,22.0,98.0,150
116944,2014,17.942742000000003,97.702667,100
116948,2015,22.967835,97.794534,1078
116956,2015,23.7,98.75,101
116971,2015,23.754051999999998,98.646785,137
116986,2015,23.7,98.75,300
117018,1991,22.0,98.0,200
118123,2007,16.79845,96.150408,182
118376,2017,21.294133,92.31048299999999,100
118385,2017,20.5701,92.6426,358
118387,2017,20.7534,92.5441,243
118392,2017,21.1366,92.3282,750
118459,2000,22.0,98.0,250
118460,1990,22.0,98.0,100
118462,1990,22.0,98.0,132
118465,1991,22.0,98.0,350
118466,1995,21.280781,99.605689,1500
118469,1991,23.5,95.5,150
118483,2007,23.5,95.5,100
118485,2007,23.5,95.5,100
118599,2019,20.391694,93.17191700000001,107
118603,2019,21.374056,93.023824,106
118717,2015,21.919271,98.132189,223
118739,2014,22.95,97.95,166
118872,2017,19.0,94.25,276
118905,1989,-22.0,17.0,300
119646,2002,29.08333,81.33333,132
119906,2002,28.0,82.41667,111
119940,2002,28.0,82.41667,144
120018,2002,28.41667,82.75,110
120095,2002,28.75,82.58333,246
120653,2002,29.27528,82.18333,104
121509,2004,28.58333,83.33333,187
124575,1989,13.0,-85.0,197
124580,1989,13.0,-85.0,115
124685,1990,15.8969,5.7985,600
124692,1998,15.097741000000001,13.708117999999999,147
124710,2020,14.5,1.333333,136
124715,1989,16.864929999999998,11.953712,170
124817,2015,13.8,13.57,204
124897,2020,15.2276,3.0014,166
124898,2020,14.333329999999998,2.08333,110
124937,2009,11.84644,13.160274,206
124943,2009,11.84644,13.160274,215
124946,2009,11.84644,13.160274,200
125021,2011,11.747,11.9608,150
125046,2012,11.994354,8.513807,185
125258,2013,13.094660000000001,13.823429999999998,228
125302,2013,12.50884,13.10414,166
125309,2013,11.38333,11.96667,186
125359,2014,11.84644,13.160274,649
125373,2014,11.25,13.416667000000002,102
125397,2014,11.16667,13.416670000000002,100
125441,2014,11.65583,13.42133,100
125442,2014,11.65583,13.42133,253
125452,2014,10.343242,13.321153,185
125453,2014,10.56617,13.31976,185
125475,2014,11.747,11.9608,150
125476,2014,11.65583,13.42133,201
125493,2015,10.45509,13.22233,200
125499,2015,11.84644,13.160274,100
125510,2015,11.84644,13.160274,340
125512,2015,11.84644,13.160274,100
125513,2015,12.37066,14.217310000000001,209
125528,2015,12.03609,13.91815,119
125531,2015,11.25,13.416667000000002,117
125535,2015,12.37066,14.217310000000001,208
125540,2015,12.03609,13.91815,101
125544,2015,13.097710000000001,12.4952,158
125545,2015,13.6734,13.3388,157
125700,2017,11.25,13.416667000000002,200
126043,2004,4.79401,6.913889999999999,100
126101,1999,5.17381,6.29974,2478
126119,2001,7.807136,9.476681,160
126192,2008,9.916667,8.9,119
126235,2012,13.273679999999999,13.802999999999999,201
126394,2015,12.92475,13.566170000000001,118
126464,2015,11.84644,13.160274,117
126848,2013,11.8072,12.4909,143
126910,2014,10.983528,13.350110999999998,121
126919,2014,11.5221,13.685579999999998,132
126950,2014,9.083333,7.533333,100
126962,2014,12.37066,14.217310000000001,376
126973,2014,9.916667,8.9,118
127057,2014,11.103593,13.712982,1000
127064,2014,12.37066,14.217310000000001,200
127068,2014,11.5221,13.685579999999998,200
127077,2014,11.5221,13.685579999999998,218
127084,2014,11.520589999999999,14.09661,130
127131,2014,11.994354,8.513807,120
127138,2014,10.88942,13.62832,200
127150,2015,13.097710000000001,12.4952,100
127165,2015,12.67863,13.607920000000002,100
127532,2004,6.8898,9.505612,150
127533,2004,6.80099,9.47021,150
127541,2003,9.779722,12.421667,110
127544,2017,6.874630000000001,11.211839999999999,311
127553,2006,8.76078,9.16142,100
127554,2000,5.1065760000000004,7.366667,450
127569,2002,6.55578,3.34418,100
127583,1997,5.5167,5.75,324
127603,1999,5.580064,5.1792,100
127621,2005,6.520925,8.422831,100
127635,1993,4.75,6.8333330000000005,123
127638,1993,4.75,6.8333330000000005,925
127639,2001,8.366667,8.766667,200
127646,2001,9.916667,8.9,2952
127649,2008,9.916667,8.9,200
127650,1999,9.583333,8.3,100
127677,1991,7.96327,9.847669999999999,1050
127678,1992,7.96327,9.847669999999999,950
127679,1992,8.0,10.5,100
127681,2001,7.3333330000000005,8.75,481
127742,1999,6.338343,6.846102,323
127776,1992,9.833333,8.4,1528
127779,1992,10.52224,7.438280000000001,250
127780,2001,11.994354,8.513807,200
127781,1991,10.313441000000001,9.843273,125
127782,1991,9.758333,9.557222,125
127783,1991,11.994354,8.513807,300
127784,1992,8.883333,11.366667,200
127787,2000,10.52224,7.438280000000001,1250
127788,2000,9.86667,7.95,1250
127789,2000,10.82612,6.65505,1250
127790,2000,10.988539999999999,7.696219999999999,1250
127791,2000,10.52224,7.438280000000001,201
127795,2002,9.916667,8.9,120
127796,2002,8.833333,9.633333,184
127797,2002,10.52224,7.438280000000001,175
127822,2004,8.833333,9.633333,700
127824,2004,11.994354,8.513807,250
127828,2004,9.466667,12.033333,132
127848,2010,9.916667,8.9,144
127884,2011,9.78333,8.28333,126
127887,2011,9.58333,8.3,125
127888,2011,9.58333,8.3,125
127889,2011,9.702073,8.048501,125
127915,2014,7.85,9.783333,100
127985,2010,9.8,8.95,501
128682,2010,9.716667,8.85,174
128701,2014,12.28295,14.47243,220
128910,2015,11.103593,13.712982,100
128916,2015,13.6734,13.3388,111
128925,2015,11.25,13.416667000000002,202
128930,2015,10.0,8.0,250
128942,2015,11.5,13.0,562
128960,2015,11.25,13.416667000000002,200
128974,2015,11.48451,12.31264,108
128975,2015,11.747,11.9608,103
128982,2015,10.85219,13.54889,150
129001,2015,12.942839999999999,13.17831,144
129041,2016,11.141639999999999,13.77493,153
129051,2016,11.3548,14.21296,109
129197,2016,13.43162,13.313189999999999,300
129231,2017,12.28295,14.47243,112
129287,2017,12.942839999999999,13.17831,350
129375,2018,13.357645999999999,13.426181,118
129425,2019,12.19763,14.0223,100
129629,2020,11.37327,12.43266,200
129648,2020,11.20148,12.03125,111
129945,2017,6.653982000000001,8.549387,150
129949,2019,10.08174,7.72465,131
131236,2008,34.757318,71.490673,253
131565,2009,30.0,70.0,1428
131717,2009,34.685156,72.701385,140
132236,2010,30.0,70.0,728
132697,2010,34.547528,71.486094,102
132708,2010,33.737177,70.808836,100
134744,2004,32.304722,69.570278,184
134758,2004,32.482268,69.627414,150
134772,2004,32.47306,69.88704,150
134844,2006,34.775837,71.473387,122
135156,2018,29.8,66.85,149
135350,2010,32.431245000000004,70.965102,109
135540,2014,34.016667,71.583333,146
135639,2013,30.183333,67.0,105
136026,2014,32.964721999999995,69.86805600000001,150
136374,1989,8.966667,-79.533333,233
136376,1989,8.966667,-79.533333,2000
136498,1989,-25.29389,-57.611111,300
136500,1989,-10.0,-76.0,552
136565,1989,-8.9,-76.0,118
136753,1991,-10.0,-76.0,211
136787,1992,-10.0,-76.0,248
136873,1993,-10.0,-76.0,315
137132,1995,-4.583056,-77.9,127
137225,1991,-10.0,-76.0,627
137257,1992,-10.0,-76.0,741
137286,1993,-10.0,-76.0,255
137305,1994,-10.0,-76.0,155
137314,1996,-10.0,-76.0,107
137357,1992,-10.0,-76.0,104
137498,1990,8.8,126.13333300000001,161
137531,1990,11.666667,125.5,100
137557,1991,13.0,122.0,791
137558,1991,13.0,122.0,407
137817,2001,13.0,122.0,135
138142,2006,13.0,122.0,695
138226,2007,13.0,122.0,942
138338,2009,13.0,122.0,205
139334,2000,8.0,125.0,180
139449,2003,7.0583,124.6728,170
139461,2003,7.0583,124.6728,206
139477,2003,8.0,124.0,107
139728,2000,6.015,121.105278,105
140658,2004,14.558333,120.765556,116
141277,1989,45.759722,21.23,300
141282,1989,45.759722,21.23,122
141284,1989,46.0,25.0,580
141302,1991,40.0,46.583333,206
141304,1991,40.0,46.583333,117
141333,1990,40.39528,49.882220000000004,120
141335,1990,40.39528,49.882220000000004,109
141356,1994,43.318000000000005,45.6982,100
141377,1995,43.318000000000005,45.6982,100
141379,1995,43.318000000000005,45.6982,500
141394,1995,43.2624,45.5348,250
141422,1995,43.1627,45.201,100
141440,1995,43.3058,45.7477,294
141442,1995,42.9595,46.1134,107
141445,1995,42.872,45.6873,132
141446,1995,44.7859,44.1464,125
141552,1995,43.3519,46.1035,567
141575,1996,42.8496,47.6269,109
141585,1996,43.318000000000005,45.6982,179
141597,1996,43.318000000000005,45.6982,401
141604,1996,43.2911,45.3014,600
141618,1996,43.3058,45.7477,200
141642,1996,43.318000000000005,45.6982,461
141679,1996,43.318000000000005,45.6982,121
141680,1996,43.318000000000005,45.6982,130
141683,1996,43.318000000000005,45.6982,214
141720,1999,42.8496,47.6269,444
141721,1999,42.8496,47.6269,1919
141726,1999,42.8496,47.6269,140
141730,1999,43.3058,45.7477,277
141732,1999,43.3058,45.7477,144
141733,1999,43.3058,45.7477,756
141734,1999,43.3058,45.7477,4841
141738,1999,43.3058,45.7477,2521
141745,1999,43.318000000000005,45.6982,140
141749,1999,43.3058,45.7477,100
141752,1999,43.2917,45.8724,104
141755,1999,43.318000000000005,45.6982,105
141760,2000,43.318000000000005,45.6982,150
141764,2000,43.318000000000005,45.6982,1494
141767,2000,43.1683,45.3659,363
141768,2000,43.3058,45.7477,168
141773,2000,42.9595,46.1134,102
141774,2000,43.2917,45.8724,103
141775,2000,43.060278000000004,45.603889,400
141814,2000,43.318000000000005,45.6982,153
141827,2000,43.1117,45.9901,113
141851,2000,43.3058,45.7477,120
142141,2002,43.3058,45.7477,114
142228,2002,43.1217,45.4801,102
142229,2002,43.296892,45.770809,118
142272,2002,43.080798,44.984297,129
142295,2002,55.7558,37.6173,185
142584,2004,43.1938,44.5338,338
