,year,latitude,longitude,high
56606,1999,4.0,-72.0,127
56636,1999,4.0,-72.0,166
56770,2000,2.5,-75.583333,100
56986,2001,1.5,-78.0,116
57238,2002,5.26598,-76.56487,107
57322,2002,10.828380000000001,-73.69251,100
57343,2002,7.0833330000000005,-75.25,122
57419,2002,5.182524,-70.5581,100
57434,2002,7.25,-76.0,200
59119,1996,4.0,-72.0,167
59197,1999,4.0,-72.0,116
59420,2002,4.0,-72.0,239
59893,1994,4.0,-72.0,177
61433,2002,4.0,-72.0,321
61579,1989,4.649178,-74.062827,110
61593,1998,3.4859,-73.76213,120
61680,2001,7.443834,-77.115009,150
61699,2002,1.12151,-75.75816,150
61723,2004,4.0,-72.0,171
61989,1997,-1.0,15.0,846
61994,1997,-1.0,15.0,15576
61995,1997,-4.259167,15.284722,163
61996,1997,-4.259167,15.284722,203
61997,1997,-4.259167,15.284722,2371
61998,1997,-4.259167,15.284722,200
62005,1997,-4.259167,15.284722,102
62020,1998,-4.165556,13.292778,100
62021,1998,-4.165556,13.292778,200
62024,1999,-4.199722,12.673888999999999,300
62031,1999,-4.028611,11.721111,600
62039,1998,-4.259167,15.284722,3000
62107,1997,-4.259167,15.284722,956
62126,1998,-3.9905559999999998,13.914444,300
62127,1998,-4.361389,14.764444000000001,163
62137,1998,-4.259167,15.284722,865
62138,1998,-4.259167,15.284722,100
62150,1999,-4.165556,13.292778,200
62237,1993,45.159721999999995,15.739444,114
62241,1993,45.159721999999995,15.739444,124
62293,1995,45.258333,17.201667,112
62295,1995,45.258333,17.201667,100
62296,1995,45.258333,17.201667,100
62297,1995,45.258333,17.201667,100
62298,1995,45.258333,17.201667,100
62303,1995,45.258333,17.201667,112
62308,1995,45.258333,17.201667,113
62314,1995,45.258333,17.201667,113
62329,1995,45.159721999999995,15.739444,392
62330,1995,44.043889,16.2,110
62354,1995,45.194722,17.215833,100
62368,1991,12.0,42.5,152
62369,1992,11.785278,42.884444,103
62372,1992,11.750278,42.7875,100
62374,1992,11.5,42.166667,200
62375,1992,11.511389,42.106389,114
62414,1996,-3.4066669999999997,29.145833000000003,100
62415,1996,-2.5083330000000004,28.860833000000003,525
62416,1996,-1.6833330000000002,29.233333000000002,500
62421,1996,1.5625,30.248417,382
62425,1997,-1.415556,28.057221999999996,170
62427,1997,-1.02,27.27,2363
62428,1997,-2.7,27.333333000000003,400
62429,1997,3.05,29.533333000000002,400
62434,1997,-2.823194,26.126594,200
62438,1997,1.844597,26.398732,114
62449,1997,-5.033333,18.816667000000002,600
62451,1997,-4.329722,15.315,220
62454,1998,2.183333,22.466667,146
62455,1998,2.95,24.133333,150
62463,1999,3.65,18.633333,200
62464,1999,4.35,18.6,120
62470,1999,1.6,19.116667,524
62471,1999,1.583333,19.416667,261
62472,1999,1.6,19.116667,261
62475,1999,1.6,19.116667,121
62479,2000,1.422544,18.395861,150
62485,2000,3.65,18.633333,900
62491,2001,1.0,20.5,126
62505,1998,-5.966667,12.466667,942
62506,1998,-4.591111,15.170832999999998,200
62508,1998,0.5,25.2,200
62510,1998,-4.329722,15.315,100
62512,1998,-5.933333,29.2,120
62523,1998,-2.95,25.933332999999998,350
62526,1998,-6.0,29.5,600
62527,1998,-7.066667,29.766666999999998,1001
62529,1998,-7.066667,29.766666999999998,490
62530,1998,-7.7,29.783333000000002,490
62532,1998,-6.05,26.916665999999996,125
62534,1999,-6.05,26.916665999999996,100
62540,1999,-7.066667,29.766666999999998,150
62541,1999,-7.7,29.783333000000002,150
62543,1999,-5.933333,24.766667,130
62546,1999,-6.15,23.6,241
62548,1999,-5.065556,28.915556,120
62561,1999,-0.016666999999999998,21.416667,100
62564,2000,-2.7,27.333333000000003,275
62571,2000,-3.933333,21.583333,200
62577,2000,-3.933333,21.583333,100
62583,2000,-7.7,29.783333000000002,110
62586,2000,-8.466667,28.9,201
62593,2001,-4.3,28.95,700
62598,2006,-1.573611,29.045,315
62605,2007,-1.3211110000000001,29.372778000000004,171
62608,2007,-1.582778,28.986110999999998,122
62621,2008,-1.573611,29.045,300
62627,2008,-1.343889,29.359444,115
62791,2014,0.740568,29.747702,218
62792,2014,0.5,29.466666999999998,641
62865,2017,0.851741,29.612244,100
62940,1997,-1.54,28.88,101
62942,1999,-3.16667,28.25,300
62944,2000,-0.666667,28.75,205
62961,2008,-4.966667,13.35,146
62993,1990,-11.666667,27.466666999999998,136
63000,1991,-4.329722,15.315,117
63016,1993,-4.329722,15.315,300
63048,1996,-0.908767,29.203908000000002,120
63049,1996,-0.7111109999999999,29.173056,200
63053,1996,-3.16667,28.25,254
63058,1996,-4.090833,29.0875,300
63060,1996,-4.0,29.1,152
63061,1996,-4.3,28.95,100
63062,1996,-3.396111,28.694722,100
63064,1996,-2.5083330000000004,28.860833000000003,200
63071,1996,1.5625,30.248417,100
63073,1997,0.5,25.2,120
63074,1997,0.478828,25.337208,127
63077,1997,-1.2,23.283333,150
63079,1997,0.06666699999999999,18.266667,1000
63080,1997,-3.4066669999999997,29.145833000000003,126
63083,1997,-0.28428600000000004,20.885094,2000
63084,1997,2.166667,26.333333000000003,200
63092,1997,-1.4,28.816667,200
63093,1997,-5.0,29.11,200
63094,1997,-5.0,29.11,200
63095,1997,-4.983333,29.116667,200
63096,1997,-5.197472,29.147728000000004,200
63103,1998,0.15,29.283333000000002,300
63104,1998,-2.7,27.333333000000003,154
63105,1998,0.15,29.283333000000002,600
63116,1998,-2.714963,26.289561,133
63118,1998,-7.066667,29.766666999999998,112
63124,1999,4.35,18.6,300
63140,1999,3.816667,23.666667,100
63165,2002,-6.75,26.95,104
63291,2009,-0.666667,28.75,198
63339,2009,-1.30359,28.731092999999998,270
63430,2012,-1.25,29.08,100
63515,2017,-5.9134400000000005,21.50189,500
63777,2001,0.266667,28.95,100
63782,1994,-0.666667,28.75,300
64011,1996,-3.396111,28.694722,150
64015,1996,-3.16667,28.25,103
64019,1996,-3.9346,28.7303,150
64023,1996,-1.183333,29.45,100
64026,1996,-2.818828,28.824346999999996,130
64030,1996,-3.1844189999999997,29.156579999999998,418
64032,1996,-2.740512,29.005256,200
64033,1996,-2.8191669999999998,28.941389,851
64034,1996,-2.740512,29.005256,648
64035,1996,-2.98,29.18,541
64036,1996,-2.8630560000000003,29.059167,435
64037,1996,-2.865079,29.004984999999998,100
64038,1996,-1.1,29.5,150
64039,1996,-2.96,29.14,155
64041,1996,-3.4,29.133333,334
64044,1996,-2.983333,29.1,420
64045,1996,-3.4,29.133333,527
64046,1996,-3.07,29.12,136
64050,1996,-3.3833330000000004,29.145833000000003,201
64051,1996,-3.1844189999999997,29.156579999999998,615
64054,1996,-3.4,29.133333,887
64059,1996,-3.4066669999999997,29.145833000000003,200
64060,1996,-1.5044600000000001,29.3414,300
64061,1996,-4.3,28.95,211
64065,1996,-2.6333330000000004,28.666666999999997,600
64066,1996,-3.3447,29.1764,1500
64067,1996,-3.3447,29.1764,1256
64071,1996,-4.3,28.95,101
64074,1996,-2.983333,29.1,220
64075,1996,-3.7833,29.1,687
64076,1996,-1.183333,29.45,830
64077,1996,-1.184167,29.448889,350
64078,1996,-1.3211110000000001,29.372778000000004,143
64079,1996,-2.799819,28.632892,1000
64080,1996,-3.16667,28.25,1730
64082,1996,-1.183333,29.45,600
64083,1996,-1.183333,29.45,200
64085,1996,-3.07,29.25,250
64087,1996,-2.483333,28.8,200
64091,1996,-3.083333,29.116667,100
64092,1996,-1.6,29.15,600
64093,1996,-1.573611,29.045,200
64095,1996,-2.799819,28.632892,500
64096,1996,-1.06,29.49,1589
64097,1996,-1.6519439999999999,28.876944,1500
64098,1996,-2.799819,28.632892,500
64099,1996,-2.1,28.916666999999997,800
64100,1996,-2.1,28.916666999999997,350
64101,1996,-1.38,29.02,4500
64104,1996,-2.1,28.916666999999997,500
64105,1996,-1.8627779999999998,28.763889000000002,250
64106,1996,-1.62,28.22,200
64107,1996,-1.628283,28.917106,400
64108,1996,-1.6940060000000001,28.477636999999998,200
64110,1996,-1.531944,28.791944,310
64112,1996,-1.416667,28.05,200
64113,1996,-1.79791,28.426409999999997,200
64114,1996,-1.56,28.74,280
64115,1996,-1.6233,28.6634,200
64118,1996,-3.7833,29.1,300
64120,1996,-1.74,28.6725,200
64121,1996,-1.629722,28.27,200
64122,1996,-1.416667,28.05,3200
64123,1996,-1.366667,28.966666999999998,300
64124,1996,-3.4,29.133333,600
64125,1996,-1.44,29.1,460
64126,1996,-1.4,28.816667,160
64128,1996,-1.2008219999999998,29.131795,300
64133,1997,-0.148376,29.554268,184
64134,1997,-1.71,28.98,134
64139,1997,-3.16667,28.25,2000
64140,1997,-2.7,27.333333000000003,500
64141,1997,-2.649167,28.021389000000003,180
64143,1997,-2.6,28.016666999999998,200
64149,1997,-0.792084,26.645422999999997,25000
64151,1997,-0.733333,26.583333000000003,200
64152,1997,-3.0,26.0,200
64155,1997,-1.183333,29.45,200
64161,1997,-2.7,27.333333000000003,200
64165,1997,-0.616667,24.35,300
64166,1997,-1.5044600000000001,29.3414,200
64169,1997,-1.16402,29.22758,200
64170,1997,-1.4,28.816667,100
64172,1997,0.321542,25.255272,500
64173,1997,0.234708,25.32228,100
64174,1997,-0.28428600000000004,20.885094,200
64175,1997,0.321542,25.255272,200
64180,1997,0.366667,24.55,200
64184,1997,-1.183333,29.45,334
64192,1997,-0.06666699999999999,18.166667,140
64200,1998,-2.9278,28.5314,1000
64203,1998,-2.483333,28.8,152
64218,1998,-3.544167,29.151389,7000
64225,1999,0.011156999999999999,29.402332,100
64232,1999,-3.055278,28.181944,100
64235,1999,-3.16667,28.25,250
64239,1999,-5.21278,27.493046000000003,125
64259,1999,-2.811086,28.9,100
64277,2000,-2.769345,28.992434000000003,300
64293,2001,-0.783333,25.55,100
64305,2002,0.516667,25.2,200
64306,2002,-2.95,25.933332999999998,136
64308,2002,-2.95,25.933332999999998,110
64329,1999,2.017111,30.623056,100
64345,2008,-1.157667,29.431221999999998,150
64377,2008,3.735032,29.709968,143
64382,2008,3.8833330000000004,27.266666999999998,213
64395,2009,3.735032,29.709968,115
64405,2009,3.3307160000000002,29.177174,110
64456,2009,3.6166660000000004,27.466665999999996,172
64486,2010,3.8,27.5,102
65176,2002,1.75,30.3,320
65177,2003,1.4,30.283333000000002,345
65178,2003,1.779681,30.071111,113
65181,2003,1.5625,30.248417,287
65186,2003,1.4491969999999998,30.486939000000003,440
65187,2003,1.6526939999999999,30.347194000000002,104
65188,2003,2.1639169999999996,30.652194,200
65192,2003,1.9666669999999997,30.216666999999998,100
65194,2003,1.7666669999999998,30.533333000000002,204
65195,2003,1.7338779999999998,30.541944,204
65198,2004,1.769722,30.775833000000002,200
65206,2004,-6.9,25.9667,100
65214,1999,-4.3,28.95,100
65245,2004,-1.30359,28.731092999999998,191
65256,2002,1.216667,30.2,109
65257,2002,1.4,30.25,100
65259,2002,1.2383680000000001,30.0331,173
65260,2002,1.25,30.2,120
65261,2002,1.15,29.985,220
65262,2002,1.293389,30.252221999999996,146
65265,2002,1.5625,30.248417,300
65269,2002,1.416667,30.166666999999997,787
65270,2002,1.5625,30.248417,180
65273,2002,1.95,30.033333000000002,120
65278,2003,1.8,30.2,100
65281,2003,1.5625,30.248417,260
65283,2002,1.45,29.866667,150
65287,2004,1.666667,31.0,133
65335,1996,-1.3211110000000001,29.372778000000004,3000
65339,1996,-1.7077779999999998,28.110556,1500
65340,1996,-1.4,28.816667,500
65344,1998,-4.329722,15.315,400
65400,2012,-1.058194,28.695271,200
65445,2019,-3.9346,28.7303,100
65455,2012,-1.4,28.816667,227
65461,2003,1.390556,30.441389,160
65462,2003,1.4,30.283333000000002,350
65464,2002,1.432,30.03342,3000
65480,2008,-1.2008219999999998,29.131795,100
65491,1999,1.916667,30.5,5000
65492,1999,2.042338,30.804291,200
65494,1999,1.9,30.9,100
65495,1999,1.916667,30.5,200
65496,1999,1.965112,30.617055,416
65497,1999,1.965112,30.617055,200
65499,1999,1.7895169999999998,30.236620000000002,200
65502,2000,1.5625,30.248417,130
65503,2000,1.75,30.6,400
65511,2001,1.5625,30.248417,250
65512,2001,2.0,30.85,105
65518,2002,1.2383680000000001,30.0331,200
65520,2002,1.662389,30.432444,273
65523,2002,1.916667,30.5,446
65524,2002,1.769722,30.775833000000002,200
65528,2002,1.666667,31.0,500
65530,2002,1.95,30.033333000000002,100
65531,2002,1.8748740000000002,30.286666999999998,150
65533,2002,1.36045,29.761229999999998,100
65535,2003,1.5625,30.248417,400
65538,2003,1.390556,30.441389,250
65678,2019,1.655791,30.523056,151
65710,2002,-3.4066669999999997,29.145833000000003,120
65712,2002,-3.4066669999999997,29.145833000000003,100
65724,2002,-3.9346,28.7303,500
65729,2002,1.083333,27.266666999999998,100
65733,2002,3.6166669999999996,28.566667,100
65738,1997,0.050061,25.337344,100
65750,1995,-1.4,28.816667,200
65760,1996,-1.041875,29.123096999999998,500
65761,1996,-0.666667,28.75,500
65763,1996,-0.666667,28.75,200
65766,1993,-0.666667,28.75,6000
65768,1994,-1.4,28.816667,4000
65778,1999,0.5,29.466666999999998,103
65782,2003,1.583333,30.35,168
65784,2003,1.5625,30.248417,200
65786,2003,1.95,30.033333000000002,200
65789,2003,1.5625,30.248417,106
65790,2002,1.5625,30.248417,164
65802,1998,-1.6833330000000002,29.233333000000002,300
65810,1998,-3.4066669999999997,29.145833000000003,250
65827,2012,-1.4,28.816667,386
65832,2018,-1.9016400000000002,16.54886,170
65834,2018,-2.10467,16.498,338
65836,2018,-2.0031779999999997,16.416666,349
66035,1996,-1.266667,29.0,769
66041,2012,-1.18,29.46,240
66063,2012,-1.5044600000000001,29.3414,153
66070,2013,-0.666667,28.75,504
66075,2013,-1.6933330000000002,29.233889,114
66076,2013,-1.528441,29.263142,127
66168,2009,-0.666667,28.75,457
66169,2009,-3.16667,28.25,456
66170,2009,-0.666667,28.75,120
66204,2009,-3.16667,28.25,343
66332,2013,-1.18,29.46,371
66337,2013,-1.058194,28.695271,105
66352,2015,-5.95,28.016666999999998,105
66356,2016,-5.95,28.016666999999998,162
66358,2016,-7.3,27.416666999999997,123
66360,2016,-5.860779,28.616667,321
66373,2017,-5.799434,29.210389000000003,189
66492,2016,-6.48015,22.85695,331
66493,2016,-6.186126,23.014468,150
66498,2016,-6.48015,22.85695,147
66500,2016,-6.076028,22.8,100
66505,2016,-5.90006,22.469170000000002,177
66508,2016,-6.042912,22.9,500
66515,2016,-6.4166669999999995,20.8,100
66521,2017,-5.8,22.616667,119
66533,2017,-5.6,21.416667,748
66540,2017,-6.48015,22.85695,100
66559,2017,-5.9134400000000005,21.50189,100
66575,2017,-5.9,22.416667,144
66578,2017,-5.35,21.416667,302
66583,2017,-6.585210000000001,22.05815,180
66594,2017,-7.30133,21.9,206
66599,2017,-7.351006,22.666667,110
66600,2017,-7.636999,22.585876000000003,206
66700,2017,-7.003095,21.245567,186
66728,2017,-7.005427,20.797867,100
66729,2017,-6.41667,20.8,116
66765,2014,0.55303,29.4733,200
66824,2020,-1.09464,28.239369,100
67052,2017,-6.7,29.4,600
67291,2019,-3.740278,28.801389,200
67827,2015,30.5,33.7,224
67850,2017,31.040157,33.349437,311
68114,2015,31.216296999999997,34.110742,170
68165,2016,30.5,33.7,100
68531,1989,13.8333,-88.9167,116
68532,1989,13.8333,-88.9167,440
68533,1989,13.8333,-88.9167,1542
68541,1989,13.8333,-88.9167,127
68582,1989,13.8333,-88.9167,1368
68583,1989,13.8333,-88.9167,973
68627,1990,13.8333,-88.9167,430
68658,1999,15.0,39.0,229
68678,1999,14.7275,37.803055,15000
68680,1999,14.7275,37.803055,108
68681,1999,14.416789999999999,39.278382,2000
68683,2000,14.7275,37.803055,200
68685,2000,14.844439999999999,39.37722,1000
68686,2000,15.11,36.6575,700
68689,2016,14.416789999999999,39.278382,200
68698,2020,13.563870000000001,36.973603999999995,200
68701,2020,13.343905,37.390407,500
68704,2020,13.5,39.5,200
68705,2020,14.277000000000001,39.461999999999996,132
68715,2020,12.96033,39.52831,702
68721,2020,14.177523,39.561621,666
68722,2020,14.166666000000001,38.9,667
68732,2020,14.039045000000002,39.068627,300
68735,2020,13.68286,38.88341,300
68736,2020,14.005073000000001,39.018927000000005,124
68737,1989,13.496670000000002,39.47528,272
68738,1989,13.496670000000002,39.47528,137
68739,1989,14.138333,38.402777,9000
68741,1989,12.7875,39.54222,210
68742,1989,12.7875,39.54222,210
68745,1989,12.7875,39.54222,164
68751,1989,11.133333,39.633333,1025
68752,1989,13.35,38.3,432
68753,1989,12.53333,39.76667,148
68763,1989,11.829678,39.596219,550
68764,1989,11.829678,39.596219,310
68765,1989,11.73333,38.46667,560
68766,1989,11.31667,39.25,179
68767,1989,11.266666,39.533333,179
68768,1989,11.58333,39.21667,178
68769,1989,11.13333,39.63333,2000
68770,1989,11.829678,39.596219,300
68772,1989,11.81667,38.21667,250
68775,1989,11.85,38.01667,1800
68779,1990,11.3,39.68333,1336
68780,1990,11.266666,39.533333,1337
68782,1990,11.85,38.01667,3912
68787,1990,11.5,39.6,703
68789,1990,11.5,39.6,1813
68790,1990,11.6,37.383333,710
68791,1990,12.11667,37.78333,320
68792,1990,10.41667,39.93333,721
68793,1990,10.51667,39.96667,151
68794,1990,10.25,39.5,870
68795,1990,8.0,38.0,150
68796,1990,9.02497,38.74689,507
68798,1990,9.02497,38.74689,500
68799,1990,10.11667,39.66667,200
68805,1990,9.766666,38.883333,1400
68806,1990,11.13333,39.63333,1594
68807,1990,10.08333,39.03333,210
68808,1990,9.02497,38.74689,1200
68810,1990,10.3,39.66667,298
68811,1990,10.11667,39.66667,297
68819,1990,13.5,39.5,154
68820,1990,11.133333,39.633333,155
68821,1990,10.03333,39.33333,152
68824,1991,11.133333,39.633333,138
68826,1991,12.6,37.466666,200
68827,1991,9.98333,39.75,978
68828,1991,10.9,39.48333,1250
68833,1991,8.96667,37.76667,850
68835,1991,9.02497,38.74689,1200
68841,1989,15.0,39.0,2285
68843,1989,15.777779999999998,38.458059999999996,3050
68845,1989,14.833332999999998,38.5,146
68847,1989,15.333329999999998,38.93333,206
68850,1990,15.609722,39.45,200
68851,1990,15.777779999999998,38.458059999999996,600
68853,1990,15.44917,39.0886,1500
68854,1990,15.416666000000001,38.666666,180
68855,1990,15.44917,39.0886,5300
68860,1990,15.44917,39.0886,1500
68861,1990,15.44917,39.0886,6500
68864,1990,14.844439999999999,39.37722,600
68866,1990,15.333329999999998,38.93333,7000
68867,1990,15.44917,39.0886,700
68868,1990,15.416666000000001,38.666666,1300
68870,1990,15.07,39.0475,700
68873,1990,15.07,39.0475,500
68874,1990,15.44917,39.0886,500
68875,1990,15.07,39.0475,1420
68876,1990,15.777779999999998,38.458059999999996,140
68879,1990,15.777779999999998,38.458059999999996,270
68880,1990,15.333329999999998,38.93333,1350
68882,1991,14.690833,40.96,1000
68884,1991,14.166666000000001,38.9,900
68885,1991,13.00917,42.73944,2400
68887,1991,13.264439999999999,42.33417,2000
68888,1991,15.113889000000002,37.592778,300
68889,1991,15.0,39.0,300
68902,1996,7.0,44.0,156
68912,1999,5.954172,43.554303000000004,259
68913,1999,8.0,39.0,236
68916,2000,8.008536,44.334447,167
69181,2006,7.867777,43.668611,120
69183,2006,6.74,44.278059999999996,120
69356,2009,7.0,44.0,400
69384,2010,8.166667,42.333333,153
69413,2010,10.234667,42.845353,120
69442,2010,7.560830999999999,42.963969,110
69534,2013,7.45,42.233333,105
69540,2013,7.0,44.0,401
69557,2014,7.0,44.0,150
69598,1998,14.52728,39.56817,100
69602,1998,14.40076,37.93399,1800
69607,1999,14.538069,39.388019,30000
69609,2000,14.538069,39.388019,48063
69617,1990,10.06667,34.53333,957
69619,1990,10.06667,34.53333,400
69626,1990,9.309439999999999,42.12583,100
69627,1990,9.08333,36.55,100
69628,1990,7.0166699999999995,39.98333,100
69629,1990,9.08333,36.55,107
69630,1990,9.333333,34.483333,107
69631,1990,9.309439999999999,42.12583,107
69632,1990,7.0166699999999995,39.98333,106
69633,1990,10.06667,34.53333,174
69634,1990,9.309439999999999,42.12583,173
69637,1990,9.08333,36.55,162
69639,1991,9.08333,36.55,600
69641,1991,8.533333,34.8,700
69642,1992,9.316666,34.583333,152
69655,1995,8.0,39.0,400
69665,1999,5.316669999999999,39.58333,174
69666,1999,4.532608,40.682975,311
69668,1999,5.954172,43.554303000000004,571
69669,1999,8.0,38.0,322
69671,1999,10.03333,36.25,143
69672,1999,8.0,38.0,123
69674,1999,5.316669999999999,39.58333,107
69677,1999,8.0,38.0,202
69680,1999,8.0,39.0,235
69685,1999,3.6333300000000004,38.8,105
69701,2000,9.483333,42.233333,198
69702,2000,9.225555,42.332221999999994,125
69714,2001,8.13333,40.56667,440
69715,2001,8.5,41.75,115
69728,2002,8.0,39.0,100
69735,2002,8.25,34.583333,335
69736,2002,7.85,34.55,107
69737,2002,7.85,34.55,108
69835,2007,8.416667,43.333333,147
70070,1989,16.033333,39.25,500
70071,1989,16.033333,39.25,500
70072,1989,9.02497,38.74689,200
70114,2003,8.25,34.583333,424
70133,2004,7.85,34.633333,250
70134,2004,7.85,34.55,250
70135,2004,7.85,34.55,250
70136,2004,7.85,34.55,250
70385,2017,5.316669999999999,39.58333,101
70495,1989,7.75,34.5,120
70517,2020,14.12972,38.71583,1000
70521,2020,13.782484,39.599826,200
70525,2020,14.097358999999999,39.271669,150
70533,2002,12.0,41.5,173
70550,2003,7.8333330000000005,34.5,100
70555,2003,6.0,45.166667,280
70558,2006,5.147317,38.316533,150
70563,1992,4.35,38.9,181
70638,2012,7.8333330000000005,34.5,223
70641,2006,7.5,46.0,100
70662,2016,8.297360000000001,34.009243,108
70663,2016,8.366667,33.766667,108
70664,2002,6.10363,41.89627,120
70665,2002,8.13333,42.3,170
70709,2000,9.883333,36.616665999999995,100
70710,2001,8.0,39.0,100
70727,1992,4.9833300000000005,36.86667,317
70772,1995,5.633333,38.233333,1000
70773,1998,6.416666,38.316666,350
70774,1998,5.633333,38.233333,350
70779,1992,9.21694,43.58778,100
70782,2004,6.507569,34.988991999999996,172
70814,1992,9.006347,40.335833,200
70817,1991,9.309439999999999,42.12583,800
70830,2018,11.5,38.5,200
70839,2019,11.634,36.536,200
70844,2020,10.426730000000001,35.71975,140
70860,2020,8.0,39.0,185
70861,2020,9.172830000000001,35.05279,106
70902,2020,10.490388000000001,35.969044,222
70907,2020,14.177523,39.561621,150
70908,2020,14.177523,39.561621,133
70921,2015,48.866667,2.333333,130
70985,1992,43.303869,40.256137,195
71025,1992,43.0,41.5,109
71055,1993,43.001962,41.013907,120
71094,1993,43.0,41.5,208
71095,1993,43.0,41.5,542
71097,1993,42.916667,41.75,350
71101,1993,42.7794,41.3756,100
71102,1993,41.979768,41.842424,150
71110,1993,41.979768,41.842424,100
71116,1993,43.001962,41.013907,250
71117,1993,43.001962,41.013907,120
71169,2008,42.333333,44.0,373
71170,2008,42.333333,44.0,159
71171,2008,42.333333,44.0,250
71222,1994,8.785371000000001,-0.5018699999999999,100
71224,1994,9.4,-0.833333,400
71225,1994,9.5,-1.0,9468
71247,1989,15.5,-90.25,140
71509,1989,15.5,-90.25,362
71541,1990,15.5,-90.25,520
71592,1991,15.5,-90.25,307
71618,1992,15.5,-90.25,272
71639,1993,15.5,-90.25,263
71654,1994,15.5,-90.25,224
71733,2000,8.571944,-10.149167,137
71734,2000,9.183333,-10.1,150
71736,2001,8.5,-9.416667,139
71737,2001,8.571944,-10.149167,345
71738,2001,8.583333,-10.333333,161
71767,2009,9.509167,-13.712222,157
71803,1998,12.0,-15.0,166
71808,1998,12.405278,-15.7975,100
71811,1998,12.073333,-15.318889000000002,101
71819,1999,11.85,-15.583332999999998,100
71827,1991,18.539170000000002,-72.335,359
71833,2004,19.0,-72.4167,200
71849,1991,18.539170000000002,-72.335,218
71855,1993,19.0,-72.4167,100
71858,1994,19.0,-72.4167,419
72023,1999,34.172363,76.182296,724
72578,1992,15.833329999999998,79.75,416
72617,1996,22.01,83.99,111
75398,1989,30.91667,75.41667,805
75432,1990,30.91667,75.41667,1629
75477,1991,30.91667,75.41667,2442
75523,1992,20.0,77.0,1956
75551,1992,30.91667,75.41667,212
75574,1993,30.91667,75.41667,274
75618,1990,33.91667,76.66667,150
75719,1991,34.08333,74.83333,101
75932,1993,34.274824,74.475391,200
76295,1996,34.16667,74.75,226
76296,1996,33.91667,76.66667,720
76480,1998,34.16667,74.75,101
76703,1999,34.16667,74.75,244
76832,2000,33.91667,76.66667,450
77665,2001,33.91667,76.66667,3226
81927,1994,26.0,93.0,100
82829,1990,34.080399,74.82338299999999,100
82846,1993,33.91667,76.66667,200
84562,1993,25.0,94.0,100
84804,1989,30.565465999999997,74.825962,156
84806,1989,31.63278,74.901359,179
84814,1989,31.63278,74.901359,340
84823,1989,32.677209999999995,74.811306,357
84889,1991,30.934834999999996,75.845668,140
85079,1993,33.91667,76.66667,385
85330,1999,33.91667,76.66667,159
85397,2000,33.91667,76.66667,343
85564,2001,33.91667,76.66667,172
87041,2002,23.0,71.75,170
87059,2002,23.327768,73.507137,137
87111,2006,19.017587,72.856248,187
87162,2010,22.332320000000003,87.18360899999999,141
87427,1996,26.4,90.266667,119
87459,1993,25.0,94.0,165
87460,1993,25.0,94.0,168
87488,1989,25.25,87.0,144
87489,1989,25.25,87.0,209
87497,1990,23.0,71.75,224
87508,1990,28.65195,77.23149000000001,100
87510,1990,17.370858,78.464557,165
87511,1990,25.25,87.0,896
87547,1990,17.370858,78.464557,134
87578,1992,19.017587,72.856248,400
87579,1992,23.249391,77.417449,143
87580,1992,21.190654000000002,72.84710600000001,199
87581,1992,27.5,90.5,146
87584,1993,19.017587,72.856248,600
87717,1997,24.333333,93.666667,161
87794,1989,26.0,93.0,151
88093,2015,23.922386,94.014552,100
88857,2003,5.55,95.31666700000001,473
89289,2005,5.55,95.31666700000001,112
89339,1991,-8.566667,125.58333300000001,400
89444,1999,-9.329489,125.26978000000001,100
89521,1999,-9.329489,125.26978000000001,200
89606,1999,-8.566667,125.566667,192
89676,2003,5.55,95.31666700000001,207
89746,2003,5.55,95.31666700000001,106
89811,2002,-8.733333,115.16666699999999,202
89823,1997,0.339615,109.69368999999999,148
89828,1997,-0.0263,109.3425,131
89835,2001,-2.5333330000000003,112.95,110
89839,2001,-2.5333330000000003,112.95,130
89843,2001,-2.21,113.92,118
89859,1999,1.0,114.0,218
89893,1999,-3.705,128.17,198
89911,2000,0.6,127.86666699999999,114
90128,2008,36.298,59.6057,136
90287,2019,30.695115,49.159509,148
90322,2020,35.563654,51.102143,176
90335,1991,31.989205,44.329097999999995,500
90337,1991,32.597902000000005,44.016482,500
90346,1991,31.835876000000003,47.143995000000004,113
90348,1992,32.0,47.0,400
90352,1992,31.835876000000003,47.143995000000004,100
90393,1995,31.015475,47.43362,525
90584,2004,33.355813,43.786124,985
90657,2004,33.355813,43.786124,1566
90957,2005,36.379134,42.448065,141
90960,2005,36.335,43.118889,226
90969,2005,33.0,44.0,127
90995,2005,33.420559999999995,43.307779,109
91046,2006,33.0,44.0,1700
91138,2006,33.420559999999995,43.307779,100
92058,2009,33.340582,44.400876000000004,153
92078,2009,33.340582,44.400876000000004,112
92956,2014,33.355813,43.786124,106
93160,2014,34.615807000000004,43.678606,770
93164,2014,33.0,44.0,249
93296,2014,34.725584000000005,44.584533,111
93303,2014,35.468056,44.392222,200
93306,2014,36.335,43.118889,114
93341,2014,36.621513,42.817747,400
93369,2014,36.320901,42.074798,114
93404,2014,33.396389,43.683333000000005,161
93453,2014,35.468056,44.392222,100
93473,2014,32.873604,44.193877,309
93481,2014,34.615807000000004,43.678606,300
93490,2014,33.636635999999996,42.827683,220
93503,2014,34.9307,43.493107,143
93531,2014,35.702483,43.961044,100
93623,2015,35.776216999999995,43.579738,101
93628,2015,36.166667,42.583333,194
